file,baseline,finetuned
주민자치/5350053/1995/5350053-1995-0001-0343.json,0.3892,0.717
주민자치/5350053/1995/5350053-1995-0001-0388.json,0.4681,0.7602
주민자치/5350053/1995/5350053-1995-0001-0389.json,0.0911,0.6508
주민자치/5350053/1995/5350053-1995-0001-0395.json,0.4261,0.9073
주민자치/5350053/1995/5350053-1995-0001-0409.json,0.1803,0.627
주민자치/5350053/1995/5350053-1995-0001-0417.json,0.4166,0.7307
주민자치/5350053/1995/5350053-1995-0001-0422.json,0.4309,0.8268
주민자치/5350053/1995/5350053-1995-0001-0432.json,0.5172,0.887
주민자치/5350053/1995/5350053-1995-0001-0434.json,0.029,0.439
주민자치/5350053/1995/5350053-1995-0001-0445.json,0.1177,0.5477
주민자치/5350054/1994/5350054-1994-0001-0154.json,0.4379,0.7253
주민자치/5350054/1994/5350054-1994-0001-0165.json,0.4792,0.7402
주민자치/5350054/1994/5350054-1994-0001-0194.json,0.3214,0.6556
주민자치/5350054/1994/5350054-1994-0001-0202.json,0.4901,0.6765
주민자치/5350054/1994/5350054-1994-0001-0203.json,0.5119,0.6519
주민자치/5350054/1994/5350054-1994-0001-0229.json,0.1755,0.8116
주민자치/5350054/1994/5350054-1994-0001-0266.json,0.4722,0.8763
주민자치/5350054/1994/5350054-1994-0001-0272.json,0.4063,0.9045
주민자치/5350054/1994/5350054-1994-0001-0328.json,0.3988,0.6885
주민자치/5350055/1998/5350055-1998-0001-0096.json,0.3389,0.8081
주민자치/5350055/1998/5350055-1998-0001-0145.json,0.237,0.7774
주민자치/5350056/1999/5350056-1999-0001-0140.json,0.3046,0.6719
주민자치/5350057/2001/5350057-2001-0001-0037.json,0.5245,0.6916
주민자치/5350057/2001/5350057-2001-0001-0056.json,0.303,0.8143
주민자치/5350058/1999/5350058-1999-0001-0106.json,0.3273,0.7295
주민자치/5350058/1999/5350058-1999-0001-0107.json,0.4291,0.6107
주민자치/5350059/2001/5350059-2001-0001-0116.json,0.4114,0.6498
주민자치/5350059/2001/5350059-2001-0001-0137.json,0.4264,0.783
주민자치/5350059/2002/5350059-2002-0001-0104.json,0.5806,0.7713
주민자치/5350059/2002/5350059-2002-0001-0105.json,0.5253,0.7164
주민자치/5350059/2002/5350059-2002-0001-0119.json,0.5685,0.7619
주민자치/5350059/2002/5350059-2002-0001-0126.json,0.5301,0.7773
주민자치/5350060/2001/5350060-2001-0001-0349.json,0.4421,0.7566
주민자치/5350060/2001/5350060-2001-0001-0380.json,0.3142,0.8081
주민자치/5350060/2001/5350060-2001-0001-0384.json,0.5287,0.7083
주민자치/5350060/2001/5350060-2001-0001-0389.json,0.2715,0.8505
주민자치/5350060/2001/5350060-2001-0001-0416.json,0.607,0.6327
주민자치/5350061/1995/5350061-1995-0001-0084.json,0.3634,0.7818
주민자치/5350062/1994/5350062-1994-0001-0023.json,0.3212,0.6896
주민자치/5350063/1997/5350063-1997-0001-0081.json,0.3216,0.6665
주민자치/5350063/1997/5350063-1997-0001-0089.json,0.4387,0.6856
지역문화/5350147/2003/5350147-2003-0001-0032.json,0.3499,0.8112
지역문화/5350147/2003/5350147-2003-0001-0035.json,0.4105,0.7545
지역문화/5350148/1995/5350148-1995-0001-0064.json,0.5841,0.7157
지역문화/5350148/1995/5350148-1995-0001-0074.json,0.5075,0.743
지역환경.산림/5350037/1999/5350037-1999-0001-0084.json,0.3074,0.8378
지역환경.산림/5350037/1999/5350037-1999-0001-0092.json,0.2842,0.789
지역환경.산림/5350037/1999/5350037-1999-0001-0127.json,0.3177,0.8204
지역환경.산림/5350205/2013/5350205-2013-0001-0103.json,0.413,0.5126
지역환경.산림/5350241/2001/5350241-2001-0001-0037.json,0.2423,0.6875
회계.예산/5350066/1994/5350066-1994-0001-0302.json,0.3465,0.8201
회계.예산/5350066/1995/5350066-1995-0001-0470.json,0.3316,0.7504
회계.예산/5350066/1995/5350066-1995-0001-0474.json,0.4269,0.7247
회계.예산/5350066/1996/5350066-1996-0001-0600.json,0.2516,0.7209
회계.예산/5350066/1996/5350066-1996-0001-0603.json,0.3704,0.7711
회계.예산/5350066/1996/5350066-1996-0001-0615.json,0.5436,0.7434
회계.예산/5350066/1996/5350066-1996-0001-0636.json,0.382,0.8697
회계.예산/5350066/1996/5350066-1996-0001-0639.json,0.564,0.6161
회계.예산/5350066/1997/5350066-1997-0001-0661.json,0.0989,0.2604
회계.예산/5350066/1997/5350066-1997-0001-0681.json,0.5906,0.6709
회계.예산/5350066/1997/5350066-1997-0001-0727.json,0.4665,0.7333
회계.예산/5350066/1997/5350066-1997-0001-0731.json,0.4229,0.6559
회계.예산/5350066/1998/5350066-1998-0001-1195.json,0.5482,0.7775
회계.예산/5350066/1998/5350066-1998-0001-1225.json,0.5177,0.7622
회계.예산/5350066/1998/5350066-1998-0001-1228.json,0.4763,0.7682
회계.예산/5350066/1998/5350066-1998-0001-1231.json,0.4041,0.6968
회계.예산/5350066/1998/5350066-1998-0001-1240.json,0.4678,0.7123
회계.예산/5350066/1998/5350066-1998-0001-1253.json,0.4523,0.7228
회계.예산/5350066/1998/5350066-1998-0001-1271.json,0.4662,0.7633
회계.예산/5350066/1998/5350066-1998-0001-1277.json,0.503,0.6341
회계.예산/5350066/1998/5350066-1998-0001-1286.json,0.4599,0.7597
회계.예산/5350066/1998/5350066-1998-0001-1296.json,0.4217,0.7468
회계.예산/5350066/1999/5350066-1999-0001-1103.json,0.281,0.8109
회계.예산/5350066/1999/5350066-1999-0001-1120.json,0.4123,0.7772
회계.예산/5350066/1999/5350066-1999-0001-1127.json,0.2277,0.7792
회계.예산/5350066/1999/5350066-1999-0001-1128.json,0.2729,0.7532
회계.예산/5350066/1999/5350066-1999-0001-1133.json,0.3177,0.7844
회계.예산/5350066/1999/5350066-1999-0001-1167.json,0.5281,0.6962
회계.예산/5350066/1999/5350066-1999-0001-1180.json,0.3503,0.864
회계.예산/5350066/1999/5350066-1999-0001-1207.json,0.2119,0.4452
회계.예산/5350066/2000/5350066-2000-0001-1171.json,0.5003,0.7892
회계.예산/5350066/2000/5350066-2000-0001-1205.json,0.5625,0.5925
회계.예산/5350066/2000/5350066-2000-0001-1242.json,0.1632,0.7626
회계.예산/5350066/2000/5350066-2000-0001-1262.json,0.2325,0.7234
회계.예산/5350066/2000/5350066-2000-0001-1266.json,0.464,0.7709
회계.예산/5350066/2000/5350066-2000-0001-1268.json,0.4336,0.7097
회계.예산/5350066/2000/5350066-2000-0001-1279.json,0.4504,0.6565
회계.예산/5350066/2001/5350066-2001-0001-1217.json,0.3748,0.7179
회계.예산/5350066/2001/5350066-2001-0001-1230.json,0.4508,0.6649
회계.예산/5350066/2001/5350066-2001-0001-1263.json,0.3516,0.7276
회계.예산/5350066/2001/5350066-2001-0001-1270.json,0.4151,0.6532
회계.예산/5350066/2001/5350066-2001-0001-1286.json,0.141,0.4681
회계.예산/5350066/2001/5350066-2001-0001-1288.json,0.1708,0.408
회계.예산/5350066/2001/5350066-2001-0001-1299.json,0.4928,0.6876
회계.예산/5350066/2001/5350066-2001-0001-1308.json,0.3032,0.6135
회계.예산/5350066/2002/5350066-2002-0001-0691.json,0.4126,0.722
회계.예산/5350066/2002/5350066-2002-0001-0708.json,0.3434,0.7647
회계.예산/5350066/2003/5350066-2003-0001-0234.json,0.2204,0.8762
회계.예산/5350080/2011/5350080-2011-0001-0051.json,0.2666,0.3925
회계.예산/5350157/2002/5350157-2002-0001-0159.json,0.5271,0.7194
회계.예산/5350157/2002/5350157-2002-0001-0167.json,0.4637,0.7392
회계.예산/5350157/2002/5350157-2002-0001-0168.json,0.3999,0.7274
회계.예산/5350157/2002/5350157-2002-0001-0207.json,0.4329,0.6748
회계.예산/5350157/2002/5350157-2002-0001-0303.json,0.4217,0.7186
회계.예산/5350157/2002/5350157-2002-0001-0347.json,0.4942,0.7398
회계.예산/5350225/1999/5350225-1999-0001-0843.json,0.2211,0.696
회계.예산/5350225/1999/5350225-1999-0001-0845.json,0.2259,0.6717
회계.예산/5350225/1999/5350225-1999-0001-0850.json,0.5159,0.8163
회계.예산/5350225/1999/5350225-1999-0001-0857.json,0.531,0.8362
회계.예산/5350225/1999/5350225-1999-0001-0881.json,0.3762,0.7445
회계.예산/5350225/1999/5350225-1999-0001-0915.json,0.4042,0.8535
회계.예산/5350225/2000/5350225-2000-0001-0936.json,0.3657,0.8147
회계.예산/5350225/2000/5350225-2000-0001-0938.json,0.3953,0.8163
회계.예산/5350225/2000/5350225-2000-0001-0955.json,0.3338,0.733
회계.예산/5350225/2001/5350225-2001-0001-0759.json,0.3901,0.6204
회계.예산/5350225/2001/5350225-2001-0001-0765.json,0.254,0.6336
회계.예산/5350225/2001/5350225-2001-0001-0849.json,0.2877,0.8035
회계.예산/5350225/2001/5350225-2001-0001-0851.json,0.4453,0.7511
회계.예산/5350225/2002/5350225-2002-0001-0682.json,0.3603,0.7601
회계.예산/5350225/2002/5350225-2002-0001-0739.json,0.4613,0.761
회계.예산/5350225/2002/5350225-2002-0001-0743.json,0.3849,0.706
회계.예산/5350225/2002/5350225-2002-0001-0756.json,0.5493,0.7346
회계.예산/5350227/2001/5350227-2001-0001-0213.json,0.4185,0.743
회계.예산/5350227/2001/5350227-2001-0001-0267.json,0.235,0.6223
회계.예산/5350227/2001/5350227-2001-0001-0282.json,0.4354,0.7824
